# Experiment IPTS-36897 Run 226644
# Reduction 2.10.0.dev6
# Run title: Sample5_OCV-226642-3.
# Run start time: 2026-03-30T03:24:52.349394667
# Reduction time: Wed May 13 15:22:56 2026
# Q summing: False
# TOF weighted: False
# Bck in Q: False
# Theta offset: 0.0
# Stitching type: None
# Meta:{"wl_min": 2.679749638902263, "wl_max": 9.59605584978334, "q_min": 0.07994811803736379, "q_max": 0.28629040363855984, "theta": 0.061088758744905734, "start_time": "2026-03-30T03:24:52.349394667", "experiment": "IPTS-36897", "run_number": "226644", "run_title": "Sample5_OCV-226642-3.", "norm_run": 226561, "time": "Wed May 13 15:22:56 2026", "dq0": 0, "dq_over_q": 0.021891324068322046, "sequence_number": 3, "sequence_id": 226642, "q_summing": false, "specular_pixel": 149.0, "use_functional_bck": false, "scaling_factors": {"a": 196.0, "err_a": 0, "b": 0, "err_b": 0}, "tof_weighted": false, "bck_in_q": false, "theta_offset": 0.0}
# DataRun   NormRun   TwoTheta(deg)  LambdaMin(A)   LambdaMax(A) Qmin(1/A)    Qmax(1/A)    SF_A         SF_B          SF
# 226644    226561    7.00026        2.67975        9.59606      0.0799       0.2862       196.0        0            1.0         
# Q [1/Angstrom]        R                     dR                    dQ [FWHM]            
  0.0806400491870551    0.0004357790476541    0.0000563988503988    0.0017653174496393
  0.0810432494329903    0.0004499009790562    0.0000280753005750    0.0017741440368874
  0.0814484656801553    0.0003530588641042    0.0000217137307258    0.0017830147570719
  0.0818557080085560    0.0004001359379841    0.0000244136384065    0.0017919298308572
  0.0822649865485988    0.0004002811448189    0.0000233129028818    0.0018008894800115
  0.0826763114813418    0.0003650828097502    0.0000220705283535    0.0018098939274116
  0.0830896930387485    0.0004124111460511    0.0000242801982082    0.0018189433970486
  0.0835051415039422    0.0003832410491090    0.0000228252144782    0.0018280381140339
  0.0839226672114619    0.0003539483226511    0.0000207883868361    0.0018371783046041
  0.0843422805475192    0.0003807564187978    0.0000221219861252    0.0018463641961271
  0.0847639919502568    0.0003184532509066    0.0000185808559593    0.0018555960171077
  0.0851878119100081    0.0003351395672651    0.0000192103390722    0.0018648739971933
  0.0856137509695581    0.0003269306644533    0.0000185139843044    0.0018741983671792
  0.0860418197244059    0.0003563284000624    0.0000197175247299    0.0018835693590151
  0.0864720288230279    0.0003413681666481    0.0000190953236215    0.0018929872058102
  0.0869043889671431    0.0003204058315768    0.0000177002794677    0.0019024521418392
  0.0873389109119788    0.0003445136861247    0.0000185401037975    0.0019119644025484
  0.0877756054665386    0.0002935922199666    0.0000162534572574    0.0019215242245612
  0.0882144834938713    0.0003062211351302    0.0000169713524569    0.0019311318456840
  0.0886555559113407    0.0003066671743184    0.0000167731961948    0.0019407875049124
  0.0890988336908974    0.0002868054849144    0.0000154585409360    0.0019504914424370
  0.0895443278593518    0.0002771791869262    0.0000151999942349    0.0019602438996491
  0.0899920494986486    0.0003043422125328    0.0000160970648567    0.0019700451191474
  0.0904420097461418    0.0002501752056242    0.0000138335851351    0.0019798953447431
  0.0908942197948725    0.0002759111212796    0.0000144412737195    0.0019897948214668
  0.0913486908938469    0.0002653958442054    0.0000138566985073    0.0019997437955742
  0.0918054343483161    0.0002629040217834    0.0000138362551061    0.0020097425145521
  0.0922644615200577    0.0002651187882940    0.0000139921450274    0.0020197912271248
  0.0927257838276579    0.0002683568309939    0.0000141701783158    0.0020298901832604
  0.0931894127467962    0.0002480270351094    0.0000129917487970    0.0020400396341767
  0.0936553598105302    0.0002601354926521    0.0000134562547973    0.0020502398323476
  0.0941236366095829    0.0002351145715062    0.0000120085818344    0.0020604910315094
  0.0945942547926308    0.0002388616518420    0.0000121578579526    0.0020707934866669
  0.0950672260665939    0.0002264944494498    0.0000118076994921    0.0020811474541002
  0.0955425621969268    0.0002047123211725    0.0000109224018458    0.0020915531913707
